517,Isaac ben Moses Arama
340,Samuel Jaffe ben Isaac Ashkenazi
354,Shabbethai ben Joseph Bass
1538,Rabbi Nechamkin
358,Meir Parenzo
1557,Warsaw censor committee
4030,Hirsch Delheimer (Delum) 
2213,אליהו בן אברהם שלמה הכהן
775,Leo Baeck
410,"אברהם בן כהר""ר יודה לוי עידן"
541,Abraham Meldola
411,יוסף בן יהונתן הלוי
412,"Nicoll, Alexander"
776,A. Stanley Dreyfus
793,Solomon Zalman Geiger
788,Gershon ben David
2339,Azriel 
415,Anonymous Ashkenazic Jew from Northern Italy
2969,"אשכנזי, צבי בן יעקב"
777,George Friedrich Starcke
417,Abraham ben Hayim
520,Giuseppe Almanzi
418,Joseph Caravita
2215,"‫  לאנדא, שמואל בן יחזקאל הלוי"
419,Ya'akov Hazak
5450,"Levi, Solomon ben Isaac"
4319,Mosheh Behr Schonn 
522,Franciscus Panolus
780,I. Ulman
781,Phinehas ben Zevi Hirsch ha-Levi Horowitz
424,Joseph Hayyim ben Moshe de Venturo
782,Tsevi Hirsh Segal Shpits mi-Presburg
524,Moses Alshekh
525,Daniel Zanetti
4988,Naama Baumgarten-Sharon
784,Gavriel ben Yakov Rosenberg
785,Israel Hildesheimer
108,Columbia University
787,Henrique Lemle
786,Mosheh Kats
2340,Von Kornegg's buchdruckerei in Berlin
529,Cyril Isherwood
789,Daniel Vara
530,Ebenezer Henderson
531,George Barker
790,Rabbi M. Rabinovitch
532,Sophia Goode
533,William Goode
792,Nisan Kronhoz
2216,Yitzhak ben Aharon of Prostitz
534,Eleazar Kallir
656,David Frankel
407,Aaron Wise
4699,Joshua  Solomon Soncino
2341,Nakhman Avraham Goldberg
536,Stephen Samuel Wise
535,Elzinvongrishen bukhdrukeray
659,"Beinecke Library, Yale University"
537,יוסף צבי הרץ
660,Alexander McCaul
538,"Solomon ben Isaac, ha-Levi."
794,Aharon ben Tsevi Hirsh mi-Desa
661,Isaac ben Abraham Troki
539,Aḥim ha-shutafim be-mitsṿat avihem Matitya Bat Shevaʻ
540,Simeon ben Zemah Duran
666,Yissakhar ben Baba David
2344,Wilhem Ross
672,Jacob ben Meir Tam
673,Marjorie Lehman
542,Yonah ben Yeshay Teomim
795,Hirsch?
674,Jewish Theological Seminary
543,Uri Vayvesh ben Aharon
676,Avraham Chai (Vita) ben Azriel Reggio
544,Joshua Hoeschel ben Joseph of Cracow
2346,יצחק הירש כהן
796,Reverendo Sentob Benmergui
545,Shelomoh ben Yosef Props
546,Isaiah of Rome
684,Jonah Bondi
547,אברהם ישראל פורנתי
685,Girolamo Bragadin
797,Samuel Schotten
687,Chevra Kadisha D’Shas B’K(ehilat)K(odesh) Paris
987,Rabbi L. Heifetz
1542,"אייבשיץ, דוד שלמה"
2467,Yosef ben Ya'aqov Ashkenazi
1544,אליהו בן שלמה
1546,Rabbi Tsukerman 
1558, Vilnius censor committee
548,Daniel ben Kornelius Adelkind
3190,Samuel ben Isaac from Padua
5721,Simhah Atavask
798,Yohan Kelner
1644,"Maimonides, Moses, 1135-1204"
549,אני מוכל בר שלמה זל
562,Jacob ben Tsevi Hirsch Emden
550,Isaac ben Solomon Sahula
694,Simon Isaac Mutesmaker 
551,Meir ben Yaakov Parentsone
552,"""מרדכי ליאון בן הרב...משה ליאון"""
799,A.H. Avraham `Azri'el S.T
698,Abraham Austerlitz
699,Simon Isaac Mutsemaker
1823,Me'ah She'arim Dealer
800,Hayim Yuda Leib Oyerbakh
701,Yaakov Cordovero
703,Moses Ben Nahman
704,Moses Ben Nahman
553,Richard J. H. (Richard James Horatio) Gottheil
801,Abraham ben Hananiah dei Galicchi Jagel
662,M.V.F.
554,David ben Solomon Vital
3191,Israel Bassan
334,Naphtali Herz Wessely
663,E.S.F.
1645,Rafe Kenning
555,"Wolff, A. A."
802,Hans Gyselaar
4320,יהודה ליב בן חנוך 
556,Jacob Heilbronn
671,"Abraham, the son of Rabbi Barukh Uziel"
677,Eli Genauer
803,"Yosef, Yaakov ve-Avraham Props"
557,Gasparo Criucilari
681,Frederik Muller & Cie
558,Isaac Abravanel
686,Jonah B. Wise
559,Giovanni Bragadin
804,N. Altfeld.
78,Elijah Mizrahi
691,Iseppo Navarre
695,Ohel Yitschok Catharina en Isaac Joseph Fedder Stichsting 
696,בית הכנסת של צעירי תימן
805,Johann Heinrich Otho
561,Shalom ben Shemaryah Sefardi
1752,Earl of Arundel 
806,Johann Hermann Widerhold
807,Baptist College
58,Zevi Hirsch ben Jacob Ashkenazi
808,Mrs Day
809,"Re. F. W. Bosworth, M.A."
810,Alois von Sonnenfels
560,יצחק ידידיה בורנו
811,Leopold Johann Kaliwoda
564,Joseph ben Ephraim Karo
812,Peninah Neimark
2342,עזריאל בחור מווילנא
813,Bibliothecae Cremsiriensis
565,Zaneto Zaneti
567,Aharon ben Itsik
814,Meir ben Yosef Te'omim
815,Almanit Grila
816,Bibliothek des Juedisch-Theologischen Seminars
569,Leone Modena
668,Bernard Kimmel
669,Magnes Museum
570,Uri Sheraga Faibish
682,Gerardus Borstius
692,Suleiman HaKohen
819,The Administration of the Leo Baeck Institute
818,Yosef ben Shelomoh Zalman Shne'or
572,"ה""ק יועץ צבי הרש ויידסעלד
Tsevi Hirsch Vaydseld"
820,Yitshak di Molena
573,Reuben ben Abraham of Jerusalem.
822,J. Goldwurm
575,George Ephraim Sokolsky
574,Avraham Yitshak Kastilo
817,Zevi Hirsh b. Jerahmeel Chotsh
568,Aharon u-veno Zekl
1559,Russian State Library
1813,Hermann Schapira
2343,Shmuel Gartenhoiz
2345,Isaac Walozinsky
576,Jacob Levi ben Isaac Finzi
823,Rabbi Joseph Goldberg
821,Hevrat Hinukh Ne`arim
577,Isaac ben Samuel Adarbi
824,Aḥa of Shabḥa
578,Hayyim Abulafia
825,Yehi'el Mikhel Mai
826,David Deutsch
827,R. Bendit Hamburger
828,Elhanan ben Samuel Ashkenazi
580,Mosheh Hefets
830,Georg Spiro
829,Yehudah Leb ben ha-mehaber
831,Benjamin Zev Wolf ha-Kohen Rapaport
779,Leo Baeck Institute
833,Johann Friedrich Hammerich
582,Zoani di Fari
834,Bibliothek der Jüdische Gemeinde Berlin
583,Shemuel ben Yuda Valerio
835,Norman Blaustein
836,Gumperz Levison
683,be-vet ha-ahim bene Yehoshua mi-Perusah al yede Yehudah Shemuel
586,Henry S. Jacobs
585,Y. Dayan
791,Virtual Judaica
837,Mosheh u-meshutafim Itsiḳ ṿeha-baḥ. Yaʻaḳov
587,Samuel David ben Jehiel Ottolengo
838,Ezekiel Leavitt
1375,Rabbi Shadov
588,Judah Asahel ben David Eliezer Del Bene
589,Francesco de Rossi
590,Abraham ben Aziz Borgil
591,Henokh ben Loeb
584,David Hazan
593,"Levi, M. M."
594,Moses ben Jacob Albelda
595,Shemu'el ben Aleksander.
596,Johann Christoph Bekmann
597,Israel ben Benjamin of Belzec
598,Aḥim ben ha-madpis ha-r. R. Yaʻaḳov Baḳ
599,Isaac ben Loeb Buchbinder
600,Mosheh ben Yosef Venturah
2347,שמשון?
839,Peninah Neimark
601,Yehudah Shmuel Mi-Prushah
840,David Cohen
602,"Israeli, Isaac ben Joseph"
841,Moshe Alshikh
603,Isaak Walozinsky
843,Kedem Auction House
604,Eleazar ben Judah of Worms
605,Moses ben Isaac ha-Levi Mintz
606,Izhak ben Aharon
4989,Rabbi Avraham A. Price
608,Ṿitsentso Konti
609,Moses ben Isaac Alashkar
611,Shmuel de Medina.
612,Avraham Yosef Yats Basevi
613,Yosef Atias
3192,Giorgio Cavalli
615,Joseph Karl Neumann
616,Moses ben Baruch Almosnino
617,Yosef ben Yitshak Yavets
618,Johanan ben Isaac of Holleschau
619,Imanuel ben Yosef Atiyas
620,Meir ben Efraim and Jacob ben Naphtali
621,"Joseph ben Moses, darshan of Przemysl"
622,Mikhal Gotshalk
44,Jacob ben Asher
579,Yonah ben Yaakov ve-David Hazan
623,Z. V. ben Z. Mirls
844,Bibliotheque Nationele de France
624,Moses ben Shem Tov de Leon
625,K. Volrkirkh
626,"David ben Hayyim, of Corfu"
628,Isaac Eisig ben Isaiah Auerbach
377,Grila
629,Heinrich Petri
630,Yosef ben Eliezer ha-Levi
1547,משה בן מימון
627,Eliezer Soncino
832,Jacob Georg Christian Adler
610,Toviyah ben Eliezer Foah
3193,Cossmann Werner
631,Meshulam Zalman ben Aharon
632,"יוסף צבי הרש ווייס
 Joseph Tsvi Hirsch Weiss"
633,Samuel Eliezer ben Judah ha-Levi Edels
2970,"בן-עזרא, אברהם בן חיים ידידיה"
635,Isaac Rabinowitz
636,Saadia ben Joseph
637,Shelomoh Yabets
638,David ben Solomon Ibn Yahya
640,Mosheh ben Yosef Betsalel Kats
641,Elijah Levita
642,Moses Gaster
639,Nicolo Maria Castaldi
643,Abraham ben Meir Ibn Ezra
644,Isaak Hiskia Cordoba
519,Barukh (Barukh Hayyim) Almanzi
645,Abraham ben Jacob Saba
3699,Louis L. Kaplan
646,Eli'ezer ben Yeshaya 'Ami
4460,ליאון שונצינו
846,Joseph b. Gorion
3700,Mosheh Haim b. Eliyahu of Tulchyn.
882,"Eliyahu ben Asher ha-Levi Ashkenazi, 1468?-1549"
849,Bendit (surname undeciphered)
3748,Shelomoh b. Zalman Hegelberg (Wandsbek)
1646,"Oppenheim, Abraham b. Simeon Wolf"
853,...Ibn Yosef Al Iraqi
854,Rashba Synagogue
855,Yehuda ben Chaim Iraqi
856,Bet Ha-Midrash de-rav Avraham Lah
857,Yosef Karo
1824,Synagogue
1548,"קמחי, יוסף"
851,"Bodleian Library, Oxford"
2348,"פינטו, יאשיהו בן יוסף"
3194,Cossmann-Werner-Bibliothek
861,Russian State Library
1647,"Oppenheim, Simeon Wolf"
862,"Oppenheimer, Samuel"
2217,"‫  גאטינייו, אליקים בן יצחק"
863,Ari Leib
1898,Judah Messer Leon
1992,Wolf
1551,Rabbi Nechamkin
2349,Dubrovi rabbi
1753,King James I of England
866,Moshe Dov ben Natan Heimans 
1921,Synagogue of Herat
1754,Patrick Young
868,Moshe Dov ben Natan Heimans
1755,"Prince Henry, d. 1612"
869,Moshe Dov ben Natan Heimans 
527,M. J. Lewenstein
1756,Cambridge University Library
2352,Salli Kirschstein
523,Ya'akov Yisrael Levenshtam
1757,"Prince Henry, d. 1612"
1969,אליעזר בן מנשה ‬
1759,King James I of England
2356,"  הורוויץ, פינחס אליהו בן מאיר"
1970,Rabbi of Shklov
1762,Patrick Young
876,"Finkelstein, M."
1971,"עזריאל,אהרון בן עזריאל"
877,Ya'akov Hazak
878, אברהם מונטלה ישראל
1972,Ezra Meir Ezriel
2224,Yosef Moshe Yehudah Ovits
2470,Josef ben Jacob Ashkenazi
2495,"חזן, רפאל יוסף בן חיים"
885,"Maimonides, Moses, 1135-1204."
888,Stadtbibliothek Frankfurt a.M.
889,Avraham ben Refaʼel 'Etias
892,"William Moorhead, Jr."
893,Richard G. Turner
896,Shneur Zalman ben Barukh
898,האלמנה והאחים ראם
899,Russian State Library
900,Russian State Library
902,"Rabinovich, Barukh"
2636,"Obadiah, Manassaeh and Benjamin of Rome"
1376,Gershonovich 
1825,Alexander Kohut
917,Elkan Nathan Adler
2350," היילפרין, ברוך בן צבי הירש"
955,Chaim Ibn Attar
909,University of Basle
1549,Rabbi Zuckermann
910,David ben Natan Gruenhut 
2971,"‫  הורוויץ, ישעיה בן אברהם הלוי"
4700,Unknown expurgator
1562," וידש, אליהו בן משה"
2351,"הופשטיין, ישראל בן שבתי"
2724,Gershon ben Moses and Eliezer ben Gershon Soncino
